browse|"【vi.】 (~ through) look through the pages of a book, magazine, etc. without a particular purpose, just looking at the most interesting parts 随意翻阅，浏览（书刊等）"|I was browsing through a magazine at the station bookstall when I saw Susan.
longing|"【n.】 [U, sing.] a strong feeling of wanting sb. / sth. 渴望；盼望"|"Spending the holiday alone in a foreign country, she had a sudden desperate longing for home."
aisle|"【n.】 [C] a long passage between rows of seats in a church, plane, theater, etc., or between rows of shelves in a shop 通道；过道"|"Madam, would you like a window seat or a seat next to the aisle?"
flick|"【v.】 make sth. move quickly and suddenly, esp. with a quick movement of the hand （尤指用手快速地）轻击， 轻拍，轻拂，轻弹"|The kid flicked the screen of the iPad to find something interesting.
restlessly|"【ad.】 in a way that is unwilling to keep still or stay where you are, esp. because you are nervous or bored （尤指因紧张或厌烦而）不安宁地，烦躁地，不耐烦地"|He stood up and moved about in the room restlessly.
fatigue|【n.】 [U] 1) (usu. after another noun) a feeling of not wanting to do a particular activity any longer because you have done too much of it 厌倦|Too many requests for aid can cause compassion (同情心) fatigue.
fatigue|【n.】 [U] 2) very great tiredness 疲劳；疲乏；劳累|He was suffering from mental and physical fatigue because of his father's illness.
paralysis|"【n.】 [U] 1) a state of being unable to take action, make decisions, or operate normally 不知所措；（行动、 决策、运行等）瘫痪，停顿"|The country was on the verge of complete paralysis due to the strike.
paralysis|【n.】 [U] 2) the loss of the ability to move all or part of your body or feel things in it 瘫痪；麻痹|A stroke can cause paralysis and difficulties with speech in the patient.
donkey|【n.】 [C] 驴|
unable|【a.】 (not before noun) not able to do sth. 无能力（做某事）的|Many teenagers feel that they are unable to talk to their parents about their problems.
hay|【n.】 [U]（作动物饲料用的）干草，饲草|
boast|"【v.】 (~ about / of) talk too proudly about your abilities, achievements, or possessions 夸口；夸耀；吹嘘"|Andrew often boasts of his success in investing in real estate.
fingertip|【n.】 [C] 指尖|
confusion|"【n.】 [C, U] when you do not understand what is happening or what sth. means because it is not clear 困惑；不确定；混乱"|There is a great deal of confusion about how the new machine works.
replicate|"【vt.】 (fml.) if you replicate sb.'s work, a scientific study, etc., you do it again, or try to get the same result again 重做；重复（某项科学研究）；复证（某个结果）"|There is a need for further research to replicate the findings of Professor Thompson and his team.
pension|"【n.】 [C] an amount of money paid regularly by the government or company to sb. who does not work anymore, for example because they have reached the age when people stop working or because they are ill 养老金；退休金"|"If you are self-employed, can you enjoy a pension after retirement?"
motivate|【vt.】 1) make sb. want to achieve sth. and make them willing to work hard in order to do this 激发；激励；促动|A good teacher has to be able to motivate their students.
motivate|【vt.】 2) be the reason why sb. does sth. 成为···的动机|Was he motivated by a desire for power?
demotivate|【vt.】 make sb. less eager to work or study 使人失去动力；使人消极|The new policy can create insecurity and demotivate staff.
cyberspace|"【n.】 [U] all the connections between computers in different places, considered as a real place where information, messages, pictures, etc. exist 网络空间"|The laws of privacy and copyright still apply in cyberspace.
stack|" v.(also 'stack up') make things into a neat pile, or form a neat pile （使）整齐地堆起；摞起"|The shop assistants price all kinds of ice cream before stacking them in the freezer.
stack| n.[C] a neat pile of things 一叠；一堆；一摞|Next to the bottles was a tall stack of plastic cups.
realm|"【n.】 [C, U] (written) a general area of knowledge, activity, or thought （知识、活动、思想的）领域，范围"|This concept first appeared in the realm of science fiction a hundred years ago.
annoy|【vt.】 make sb. feel slightly angry and unhappy about sth. 使恼怒；使生气|What annoyed him most was that he had received no apology.
annoying|【a.】 making you feel slightly angry 讨厌的；令人气恼的|It is annoying that he didn't tell us anything about the plan before.
dominance|"【n.】 [U] the fact of being more powerful, more important, or more noticeable than other people or things 优势；显要；突出"|TV has had dominance over other media for many decades in broadcasting news.
format|【n.】 [C] 1) the way in which information is stored on a computer （计算机信息存储）格式|These images are stored in a digital format within the database.
format|"【n.】 [C] 2) the general arrangement, plan, design, etc. of sth. 总体安排；计划；设计"|The format of the new quiz show has proved popular.
boom|【n.】 [sing.] a quick increase of business activity （生意）繁荣，兴旺，激增|The economic boom in the past decade has created many job opportunities in this country.
revenge|【n.】 [U] sth. you do in order to punish sb. who has harmed or offended you 报复；报仇|Caesar returned to Rome to take a terrible revenge on his enemies.
analog|【n.】  a thing that is similar to another thing 相似物；类似情况|No artificial model can ever be a perfect analog of nature itself.
appeal|【n.】 1) [U] a quality that makes people like sb. / sth. 感染力；吸引力|The long beach and clear water are the particular appeal of this island.
appeal|【n.】 2) [C] an urgent request for sth. important 呼吁；恳求|The missing girl was found yesterday after a nationwide appeal for help.
define|"【vt.】 describe sth. correctly and thoroughly, and say what standards, limits, qualities, etc. it has that make it different from other things 确定；说明；界定"|It is vital for the seller to have the ability to define buyers' needs.
lower|"【v.】 reduce sth. in amount, degree, strength, etc., or become less 降低；减少"|I think we should lower the price to make our product more competitive.
approval|【n.】 1) [U] (fml.) when sb. likes sb. / sth. and thinks that they are good 赞许；赞成；同意|The children longed for a sign of approval from the teacher for what they had done.
approval|"【n.】 2) [C, U] when a plan, decision, or person is officially accepted 批准；认可"|It is just two months since we received official approval to go ahead with the project.
fist|【n.】 [C] 拳头|
invincible|【a.】 too strong to be destroyed or defeated 不可战胜的；无敌的|She seemed nearly invincible on the tennis court this year.
foyer|【n.】 [C] a room or hall at the entrance to a public building （公共建筑物入口处的）休息厅，门厅|
high-rise|【a.】 (only before noun) tall with many levels 高耸的；高层的|Their office is in a high-rise building in the center of the city.
dusk|【n.】 [U] the time before it gets dark when the sky is becoming less bright 黄昏；傍晚|"She likes to sit in the garden at dusk, listening to her favorite band."
trickle|"【vi.】 1) if people, vehicles, goods, etc. trickle somewhere, they move there slowly in small groups or amounts （人、车辆、货物等）缓慢而零星地移动"|A few fans started to trickle into the stadium where the concert was to be held.
trickle|"【vi.】 2) if liquid trickles somewhere, it flows slowly in drops or in a thin stream 滴；淌；涓涓地流"|She could feel the sweat trickling down her back.
scribble|【vt.】 (also 'scribble down') write sth. quickly and untidily 潦草地写|You can scribble your own ideas in the blank areas provided.
arrow|"【n. [C] 1) a sign in the shape of an arrow, used to show direction （指示方向的）箭号，箭头（符号）"|Follow the arrows on the ground and you can find the school library easily.
arrow|"【n. [C] 2) a weapon usually made from a thin straight piece of wood with a sharp point at one end, that you shoot with a bow 箭；矢"|Cupid shot an arrow at William and he fell in love with Joanna at first sight.
brainstorm|"【n. [C, usu. sing.] 1) the act of trying to develop ideas and think of ways to solve problems 头脑风暴"|"Unless we have a brainstorm, I don't see how we're going to get out of this situation."
brainstorm|"【n. [C, usu. sing.] 2) (AmE) a sudden clever idea 灵感；突然想到的妙计"|Kate had a sudden brainstorm after days of deep thinking.
halfway|【a.&ad.】 at a middle point in space or time between two things （空间或时间的）中间（的），半途（的）|We stopped at the highway service area halfway through the journey for a drink and some rest.
consult|"【v.】 1) give professional advice to a person, organization, or company for a fee 当顾问"|She consults on law for a living after she graduated with a master's degree.
consult|【v.】 2) ask for information or advice from sb. because it is their job to know sth. 咨询；请教|"As with any medicine, please consult your doctor before taking."
oyster|【n.】 [C] 牡蛎；蚝|
argument|"【n. [C] 1) a set of reasons that show that sth. is true or untrue, right or wrong, etc. 论点；论据"|We need to provide a convincing argument as to why the system should be changed.
argument|"【n. [C] 2) a situation in which two or more people disagree, often angrily 争论；争吵；争辩"|There have been a lot of arguments about who was responsible for the accident.
management|【n.】 [U] the activity of controlling and organizing the work that a company or organization does （对公司或组织的）经营，管理|The company went bankrupt due to a lack of management skills.
straddle|"【vt.】 1) include different areas of activity, groups, time, etc. 包括，跨越（不同的活动领域、团体、时间等）"|She is experimenting with a new style which straddles classic and modern art.
straddle|【vt.】 2) sit or stand with your legs on either side of sb. / sth. 跨坐；跨立|"The photo shows him dressed in leather, straddling a motorbike."
invest|"【v.】 1) (~ in) use a lot of time, effort, etc. or spend money in order to make sth. succeed 投入（大量时间、精力、金钱等以成就某事）"|Elizabeth finds it necessary to invest a lot of time in learning new skills.
invest|"【v.】 2) buy shares, property, or goods because you hope that the value will increase and you can make a profit 投资"|I've got a few thousand dollars I'm looking to invest.
