casual|(~s) [usu. pl.] clothes or shoes suitable for everyday wear rather than formal occasions 便服；便装；便鞋|"e.g. While the trend toward business [[casual]] is characterized by more comfort, for some, it means more confusion."
headphones|[pl.]（头戴式）耳机|
corporate|(only before noun) belonging to or relating to a corporation 公司的|"e.g. Owing to the shift of its strategic focus, the company is moving its [[corporate]] headquarters from New York to Houston."
mortgage|"[C] a legal arrangement by which you borrow money from a bank or similar organization in order to buy a house, etc. and pay back the money over a period of years 抵押贷款"|"e.g. Since she was having trouble meeting her [[mortgage]] payments, she was considering selling her apartment."
time off|[U] time for rest or recreation away from the usual work or studies 休息（或休假）时间|e.g. You won't get paid for time off unless you have a doctor's note.
headquarters|"[C, pl.] the main building or offices used by a large company or organization 总部；总公司；总办事处"|"e.g. There are now 400 staff at [[headquarters]], servicing our regional and overseas work."
perk|"[C, usu. pl.] sth. that you get legally from your work in addition to your wages, such as goods, meals, or a car （工资以外的）额外收入（待遇）；津贴"|"e.g. I eat all three meals per day, five days a week, in the company because they are free — one of the [[perks]] of the job."
administrative|relating to the work of managing a company ororganization 行政的；管理的|e.g. Even [[administrative]] regulations must be accompanied by persuasion and education.
distributor|[C] a company or person that supplies shops and companies with goods 分销商；经销商；批发商|e.g. Some US states require that foreign wines be shipped to an importer or [[distributor]].
liberal|1) supporting or allowing gradual political and social changes （思想）开放的|e.g. The company has adopted a more [[liberal]] policy on the health care benefits of its employees.；e.g. He has a [[liberal]] attitude about whether students should wear uniforms to school.
liberal|"2) willing to understand and respect other people's ideas, opinions, and feelings 思想开明的；开通的"|e.g. The company has adopted a more [[liberal]] policy on the health care benefits of its employees.；e.g. He has a [[liberal]] attitude about whether students should wear uniforms to school.
barrier|1) sth. that exists between one thing or person and another and keeps them separate 分界线；屏障；隔阂|e.g.There was no real [[barrier]] between reality and fantasy in his mind.；e.g. Lack of confidence is a psychological [[barrier]] to success.
barrier|"2) a problem, rule or situation that prevents sb. from doing sth., or that makes sth. impossible 障碍；阻力；关卡"|e.g.There was no real [[barrier]] between reality and fantasy in his mind.；e.g. Lack of confidence is a psychological [[barrier]] to success.
blurred|"difficult to distinguish, so that differences are not clear 难以区分的；模棱两可的"|e.g. The boundaries between history and storytelling are sometimes [[blurred]].
cubicle|[C] a small part of a room that is separated from the rest of the room 小隔间|e.g. The rules of [[cubicle]] etiquette exist in order to make the workplace a harmonious place.
reinvent|change sth. so much that it appears to be entirely new 彻底改造；重新创造|"e.g. It's wonderful, because this fresh start gives us a chance to [[reinvent]] our lives and ourselves."
rat race|[sing.] a way of life in which people compete aggressively to be successful 你死我活的竞争|e.g. I have to get out of the [[rat]] [[race]] and take a look at what I really want in the first place.
