commencement|"1) [C, U] (AmE) a ceremony at which university, college, or high school students receive their diplomas（大学或高中的）毕业典礼"|e.g. The high school [[commencement]] speaker was giving a rather inspiring address.；e.g. Would passengers please turn off their mobile phones before the [[commencement]] of the flight?
commencement|2) [U] the beginning of sth. 开始；开端|e.g. The high school [[commencement]] speaker was giving a rather inspiring address.；e.g. Would passengers please turn off their mobile phones before the [[commencement]] of the flight?
faculty|"1) [C, U] (AmE) all the teachers in a university （大学的）全体教员"|"e.g. A drop in enrollment (招生人数) will affect students, [[faculty]], and administrators.；e.g. These plans were part of a reorganization that divided the university into six [[faculties]]."
faculty|2) [C] a department or group of related departments within a university 系；部；院|"e.g. A drop in enrollment (招生人数) will affect students, [[faculty]], and administrators.；e.g. These plans were part of a reorganization that divided the university into six [[faculties]]."
confront|1) deal with a problem or difficult situation 处理，解决（问题或困境）|e.g. You must [[confront]] your fears and doubts and take risks again and again.；e.g. Here are some problems that have [[confronted]] scientists all over the world in the past decade.
confront|2) (of a problem or difficult situation) appear and need to be dealt with by sb. （问题或困境）临到···头上；使面对|e.g. You must [[confront]] your fears and doubts and take risks again and again.；e.g. Here are some problems that have [[confronted]] scientists all over the world in the past decade.
quitter|[C] (infml.) sb. who does not have the determination or courage to finish sth. that is difficult 遇到困难就放弃的人；半途而废的人|e.g. I have asked you to do this tough task because I know you are not a [[quitter]].
mediocre|not very good 不太好的|e.g. Tourists crowd the gift shops along the street to buy [[mediocre]] products at high prices.
slipshod|done too quickly and carelessly — used to show disapproval 马虎的，随便的，草率的（含贬义）|e.g. She complained that the research project was delayed mainly due to [[slipshod]] management.
forgiving|willing to forgive 宽容的；宽大的|e.g. The public was more [[forgiving]] of the president's mistakes than the press and fellow politicians.
deadline|[C] a date or time by which you have to do or complete sth. 截止时间；最后期限|"e.g. Without extra help, it's going to be very difficult for us to meet the Friday [[deadline]]."
garrulous|"talking too much, esp. about unimportant things （尤指对琐事）喋喋不休的，饶舌的"|e.g. I had talked too much about myself and felt like a [[garrulous]] old fool.
toss|"throw sth., esp. sth. light, with a quick gentle movement of your hand 扔，掷，抛（尤指轻的东西）"|e.g. She picked up the package and casually [[tossed]] it into her handbag.
dull|1) slow in understanding; stupid 迟钝的；愚笨的|"e.g. It's such a simple question. If you don't understand then you are [[duller]] than I thought.；e.g. The documentary lasts for more than two-and-a-half hours, and there is scarcely a [[dull]] minute."
dull|2) not interesting or exciting 无趣味的；不刺激的；不生动的|"e.g. It's such a simple question. If you don't understand then you are [[duller]] than I thought.；e.g. The documentary lasts for more than two-and-a-half hours, and there is scarcely a [[dull]] minute."
unimaginative|"not new, original, or clever; not showing any imagination 无创意的；缺乏想象力的"|e.g. He simply couldn't understand why she thought him to be a stiff and [[unimaginative]] person.
fantasy|"[C, U] an exciting and unusual experience or situation that you imagine happening to you, but which will probably never happen 幻想；想象"|e.g. Young children sometimes cannot distinguish between [[fantasy]] and reality.
pretense|"[U, sing.]  a way of behaving which is intended to make people believe sth. that is not true 假装；作假；做作"|"e.g. Now that the [[pretense]] was over, he could tell them what he really thought."
conventional|(usu. before noun) following what is traditional or the way sth. has been done for a long time 依照传统的；符合习俗的|"e.g. It's not a hotel, in the [[conventional]] sense, but rather a whole village turned into a hotel."
spoil|"have a bad effect on sth. so that it is no longer attractive, enjoyable, useful, etc. 毁掉；糟蹋；破坏"|"e.g. They had an entire week, so there was no need to rush into a conversation that might [[spoil]] everything."
deprive|"(~ sb. of sth.) prevent sb. from having sth., esp. sth. that they need or should have 剥夺"|e.g. Some people worry that the advances in information technology may [[deprive]] citizens of their privacy.
adequate|enough in quantity or of a good enough quality for a particular purpose 足够的；充分的；合乎需要的|e.g. The lunchtime menu is more than [[adequate]] to satisfy the biggest appetite.
attentive|1) helpful; making sure that people have what they need 关心的；肯帮忙的|"e.g. It is an excellent childcare center for babies as the staff are friendly, relaxed and [[attentive]].；e.g. People who watch news tend to be more [[attentive]] to what is on the screen."
attentive|2) listening or watching carefully and with interest 注意的；留心的；专心的|"e.g. It is an excellent childcare center for babies as the staff are friendly, relaxed and [[attentive]].；e.g. People who watch news tend to be more [[attentive]] to what is on the screen."
co-worker|[C] sb. who works with you and has a similar position 同事；同僚|e.g. The manual explains what to do if a [[co-worker]] is injured and in need of medical attention.
insult|offend sb. by saying or doing sth. they think is rude 侮辱；冒犯|"e.g. In some cultures, you [[insult]] your host if you do not accept their offer of food."
parlous|(fml.) in a very bad or dangerous condition 状况极坏的；非常危险的|e.g. Relations between the two countries have been in a [[parlous]] state for some time.
tolerate|"1) allow people to do, say, or believe sth. without criticizing or punishing them 容忍；宽容"|"e.g. According to the spokesperson, the government is not prepared to [[tolerate]] the situation any longer.；e.g. For years the workers have had to [[tolerate]] low wages and terrible working conditions."
tolerate|"2) be able to accept sth. unpleasant or difficult, even though you do not like it 忍受；忍耐"|"e.g. According to the spokesperson, the government is not prepared to [[tolerate]] the situation any longer.；e.g. For years the workers have had to [[tolerate]] low wages and terrible working conditions."
adolescent|"[C] a young person, usu. between the ages of 12 and 18, who is developing into an adult 青少年（常指12至18岁之间的人）"|e.g. We know that [[adolescents]] are neither children nor adults and they have specific developmental needs.
unlearn|"(infml.) deliberately forget sth. you have learned, in order to change the way you do sth. 设法忘记，抛弃（已学会的东西）"|e.g. You must start by [[unlearning]] all the bad habits your previous piano teacher taught you!
preparatory|(only before noun) done in order to get ready for sth. 预备的；准备的|e.g. Months of [[preparatory]] work needs to be done before construction work can really begin.
formulate|"1) think carefully about what to say, and say it clearly 仔细思考并明确表达"|"e.g. She has lots of good ideas, but she has difficulty [[formulating]] them in front of investors.；e.g. The city government is currently [[formulating]] policies on road expansion to solve traffic problems."
formulate|"2) develop sth. such as a plan or a set of rules, and decide all the details of how it will be done 规划；制定；准备"|"e.g. She has lots of good ideas, but she has difficulty [[formulating]] them in front of investors.；e.g. The city government is currently [[formulating]] policies on road expansion to solve traffic problems."
tolerant|"allowing people to do, say, or believe what they want without criticizing or punishing them 宽容的；容忍的"|"e.g. My friends are more [[tolerant]], more willing to accept me for what I am."
broaden|"increase sth. such as your knowledge, experience, or range of activities 增长（知识、经验等）；扩大（活动范围等）"|e.g. The course helps school-leavers [[broaden]] their knowledge of the world of work.
supposedly|"used when saying what many people say or believe is true, esp. when you disagree with them 据说；据称；一般相信；一般看来"|e.g. He was [[supposedly]] delivering some papers to her but I think it was just an excuse to see her.
erase|1) remove sth. completely 清除；消除；消灭|e.g. Mr. Woods wants a convincing victory to [[erase]] doubts about his team's ability.；e.g. It appears the names were accidentally [[erased]] from the computer hard drive.
erase|2) remove information from a computer memory or recorded sounds from a tape 删除（计算机文件）；抹去（磁带录音）|e.g. Mr. Woods wants a convincing victory to [[erase]] doubts about his team's ability.；e.g. It appears the names were accidentally [[erased]] from the computer hard drive.
semester|"[C] one of the two periods of time that a year at high schools and universities is divided into, esp. in the US（尤指美国中学和大学的）一学期，半学年"|e.g. I was finishing my last [[semester]] in college and trying to look for a job in my hometown.
midterm|1) [C] (AmE) a test that students take in the middle of a semester or quarter 期中考试2) [U] the middle period of an elected government's time in power （政府任期的）中期|e.g. A commitment to making reforms to the care system will form part of tomorrow's [[midterm]] progress report.
final|1) (AmE) an important test that you take at the end of a particular class in high school or college（高中或大学的）期终考试|e.g. He's through to the men's tennis [[final]] for the first time in his career.
final|"2) the last and most important game, race, or set of games in a competition 决赛"|e.g. He's through to the men's tennis [[final]] for the first time in his career.
due|(not before noun) expected to happen or arrive at a particular time 预定的；预期发生（到达）的|e.g. They suddenly gave up the deal the day before they were [[due]] to sign the contract.
drop out|leave a school or university before your course has finished 退学；辍学|"e.g. To everyone's surprise, Bill [[dropped]] out of college after his first year and joined a rock-and-roll band."
look back|think about sth. that happened in the past 回忆起；回顾|"e.g. When you [[look]] back on this experience in a year or two, it won't seem so bad."
the easy way out|what is easiest in a difficult situation 省事的做法|e.g. It is the easy way out to blame others for our failure though it doesn't make any sense.
act out|"express your feelings about sth. through your behavior or actions, esp. when you have been feeling angry or nervous 用行动来表现情绪（尤指愤怒或紧张）"|e.g. These teenagers are likely to [[act]] out their feelings of insecurity by being moody and aggressive.
be rid of|have taken action so that sb.  某事物|e.g. He found his job tedious and time-consuming and he was glad to [[be]] [[rid]] of it.
pop into one's mind / head|suddenly think of sth. 突然冒出（想到）|e.g. List the product's strengths as well as weaknesses at random as they [[pop]] into your mind.
get away with|not to be caught or punished when you have done sth. wrong （做错事）不被发现，不受惩罚|e.g. It's time they put a stop to his bad behavior. He's been [[getting]] away with it for too long.
get down to|"start to direct your efforts and attention to sth., esp. work 开始认真对待；开始努力做"|e.g. That's a tourism hotspot. I must [[get]] down to booking the hotel as soon as possible.
by no means|not at all 绝不；一点都不|e.g. It is by no means clear where the money is going to come from to fund this project.
wicker|[C] 干枝条；干柳条；芦苇杆|
grumpy|bad-tempered and easily annoyed 脾气坏的；易怒的|e.g. I have not had enough sleep lately and I am feeling kind of [[grumpy]].
visualize| form a picture of sb. / sth. in your mind 设想；想象|e.g. An architect can look at a drawing and [[visualize]] a three-dimensional shape.
assignment|1) [C] a piece of work that a student is asked to do （学生的）作业|e.g. Students will need to complete three written [[assignments]] this semester.；e.g. She told me that she will be in Greece next week on [[assignment]] for one of the national newspapers.
assignment|"2) [C, U] a piece of work that is given to sb. as part of their job （分配的）任务"|e.g. Students will need to complete three written [[assignments]] this semester.；e.g. She told me that she will be in Greece next week on [[assignment]] for one of the national newspapers.
jeer|laugh at sb. or shout rude remarks at them to show that you do not respect them 嘲笑；嘲弄|"e.g. After the match, the disappointed fans were all [[jeering]] at the football team."
stun|(not in progressive) surprise or upset sb. so much that they do not react immediately 使（某人）震惊|e.g. Sasha was too [[stunned]] by what had happened in the office to say a word.
proceed|(fml.) (~ with) continue doing sth. that has already been started; continue being done 继续进行；继续做|e.g. The discussions between the two firms are [[proceeding]] slowly but satisfactorily.
arch|form or make sth. form a curved shape（使）拱起；（使）成拱形|e.g. His eyebrows [[arched]] as if he were angry.
eyebrow|[C] 眉（毛）|
shrug|"raise one's shoulders slightly to express doubt, indifference, ignorance, etc. 耸（肩）（以示怀疑、 与己无关、不知道等）"|e.g. He [[shrugged]] his shoulders as if to say that there was nothing he could do about it.
slum|"[C] a house or an area of a city that is in very bad condition, where very poor people live （城市中的）贫民窟，贫民区"|"e.g. My friend Bobby lives with his three sisters in a [[slum]] near the city center, but he doesn't lose faith in life."
marketable|"marketable goods, skills, etc. can be sold easily because people want them （商品、技能等）有市场的，有销路的，畅销的"|"e.g. The program is designed to provide students with real, [[marketable]] skills."
smug|showing too much satisfaction with your own cleverness or success — used to show disapproval 自满的，自鸣得意的，沾沾自喜的（含贬义）|e.g. Peter was wearing an unbearably [[smug]] expression and waving the tickets in front of me.
leer|[C] an unpleasant look suggesting lust or ill will 挑逗性的或不怀好意的目光|e.g. He has a most unpleasant [[leer]].
dimension|"[C]1) [usu. pl.] the length, height, width, depth or diameter of sth. 大小；尺寸"|e.g. It is important to measure the exact [[dimensions]] of the room before buying furniture.；e.g. You can have a spiritual [[dimension]] to your life without being religious.
dimension|2) a part of a situation or a quality involved in it （形势或品质的）方面，层面|e.g. It is important to measure the exact [[dimensions]] of the room before buying furniture.；e.g. You can have a spiritual [[dimension]] to your life without being religious.
contemplate|think about sth. seriously for a period of time 深思；细想|"e.g. As he lay in his hospital bed that night, he cried as he [[contemplated]] his future.；e.g. Many years ago he had [[contemplated]] writing a book about his childhood."
contemplate|think about sth. that you might do in the future 打算；想；考虑|"e.g. As he lay in his hospital bed that night, he cried as he [[contemplated]] his future.；e.g. Many years ago he had [[contemplated]] writing a book about his childhood."
warehouse|[C] a large building for storing large quantities of goods 仓库；货栈|e.g. Police are investigating a fire at a furniture [[warehouse]].
grain|"1) [C] a single seed of corn, wheat, etc. 谷粒"|"e.g. Mum must have left in a hurry, since there were quite a few [[grains]] of corn left on the floor.；e.g. The government intends to import only five percent of the country's [[grain]]."
grain|"2) [U] the seeds of crops such as corn, wheat or rice that are gathered for use as food, or these crops themselves 谷物；粮食"|"e.g. Mum must have left in a hurry, since there were quite a few [[grains]] of corn left on the floor.；e.g. The government intends to import only five percent of the country's [[grain]]."
industrial|relating to industry or the people working in it 工业的；产业工人的|e.g. Reports showed [[industrial]] production rose 1.3 percent in November from the month before.
revenue|"[U] (also revenues) money that a business or organization receives over a period of time, esp. from selling goods or services （公司、机构的）收益，收入"|e.g. These companies are sure to encounter financial trouble if they only rely on advertising [[revenue]] for funding.
exterminator|"[C] a person whose job is to kill animals such as rats or mice, because they are annoying or dangerous 职业的消灭害虫者"|e.g. Can you believe that nearly one hundred million rats are killed each year by pest [[exterminators]]?
feasible|"a plan, idea, or method that is feasible is possible and is likely to work （计划、想法或方法）可行的，可实行的，行得通的"|e.g. It was no longer financially [[feasible]] to keep the community center open.
glare|look angrily at sb. for a long time 怒目而视|e.g. Noah was furious at what I just said but he didn't shout and just [[glared]] at me silently.
pointedly|"in a way that is deliberately meant to show that you are annoyed, bored, or disapprove of sth. 明确地；尖锐地；直言不讳地"|e.g. Miss Phillips looked at the clock [[pointedly]] and I realized that it was time for me to leave.
groan|[C]1) a complaint 抱怨|e.g. They've got the usual moans and [[groans]] like everybody else.；e.g. The rescuers could hear the [[groans]] of someone trapped in the ruins.
groan|2) a long deep sound that you make when you are in pain or do not want to do sth. （疼痛时的）呻吟；（不愿做某事时的）哼哼声|e.g. They've got the usual moans and [[groans]] like everybody else.；e.g. The rescuers could hear the [[groans]] of someone trapped in the ruins.
audible|loud enough for you to hear it 听得见的|e.g. His voice was barely [[audible]] above the noise of the crowd.
interrupt|"stop sb. from continuing what they are saying or doing by suddenly speaking to them, making a noise, etc. 打断某人的讲话；中断某人的行动；打扰"|"e.g. I'm sorry to [[interrupt]] your meeting, but may I speak to Michael for a moment?"
slam dunk|[C] (fml.)1) sth. that is certain to be successful 稳操胜券的事|e.g. His new movie is predicted by many critics to be this season's [[slam]] [[dunk]] hit.；e.g. He marked his first appearance with a [[slam]] [[dunk]] for his first points.
slam dunk|2) (in basketball) the act of jumping up and putting the ball through the net with a lot of force 强力灌篮；扣篮|e.g. His new movie is predicted by many critics to be this season's [[slam]] [[dunk]] hit.；e.g. He marked his first appearance with a [[slam]] [[dunk]] for his first points.
verbatim|(fml.) repeating the actual words that were spoken or written 逐字的（地）；一字不差的（地）|e.g. The president's speeches are regularly reproduced [[verbatim]] in the state-run newspapers.
rustle|"if leaves, papers, clothes, etc. rustle, or if you rustle them, they move about and make a soft, dry sound （使）（树叶、纸、衣物等）沙沙作响"|"e.g. A gentle breeze blew through the windows, lightly [[rustling]] the curtains."
frantic|"done quickly and with a lot of activity, but in a way that is not very well organized 紧张忙乱的；手忙脚乱的"|"e.g. People were [[frantic]], trying to call relatives after the earthquake."
frantically|done in a hurried way and in a state of excitement or confusion 手忙脚乱地|e.g. I've been working [[frantically]] all week to get the term paper finished before the deadline.
index|"(pl. indexes) an alphabetical list of names, subjects, etc. at the back of a book, with the numbers of the pages where they can be found （书后的）索引"|e.g. Look under B in the [[index]] to see if biology is covered in the book.
oddly|1) (also ~ enough) used to say that sth. seems strange or surprising 奇怪的是；真奇怪|"e.g. [[Oddly]] enough, someone asked me the same question yesterday.；e.g. Didn't you think she was behaving very [[oddly]] at Susan's birthday party yesterday?"
oddly|2) in a strange or unusual way 奇怪地；古怪地；异常地|"e.g. [[Oddly]] enough, someone asked me the same question yesterday.；e.g. Didn't you think she was behaving very [[oddly]] at Susan's birthday party yesterday?"
vice versa|used to say the opposite of a situation you have just described is also true 反之亦然|e.g. He refuses to believe anything they say and vice versa.
cut one's losses|"stop doing sth. that is failing, so that one does not waste any more money, time, or effort 及早脱手以减少损失"|e.g. [[Cut]] your losses with projects that are not going to work and do things that make you feel comfortable.
pack up|"put your possessions into a bag, etc. before leaving a place （在离开前）收好物品"|e.g. We arrived just as the musicians were [[packing]] up their instruments.
smile broadly|have a big smile on your face that clearly shows you are happy or amused 咧着嘴笑|"e.g. He tiptoed closer, [[smiling]] broadly, waiting for Suzanne to spot him."
cut into|make sth. less or smaller 削减|e.g. Some business owners are [[cutting]] into their profits to help raise money for the foundation.
better still|used to say that a particular choice would be more satisfactory 更好的选择是|"e.g. I started to hunt for a cheap restaurant nearby or, better still, a snack shop."
hand out|give sth. to each person in a group 分发；散发|e.g. He was busy [[handing]] out leaflets on the musical to the audience.
reason out|"find an explanation or solution to a problem, by thinking all the possibilities （通过推理）解释，解决"|e.g. I spent the entire night [[reasoning]] out the solution to the puzzle.
think through|think carefully about the possible results of sth. 认真地考虑（某事可能产生的结果）|e.g. People need time to [[think]] through what the changes in taxation will mean for them.
