dispute|"【n.】 [C, U] a serious argument or disagreement 争议；争论；争端；纠纷"|The firm is involved in a legal dispute with its competitor.
indisputable|【a.】 unable to be challenged or denied 无可争辩的；不可否认的|It is indisputable that the crime rate has been decreasing.
explanation|"【n.】 [C, U] a statement or account that makes sth. clear or easy to understand 解释；说明"|Could you give me a quick explanation of how the machine works?
straightforward|【a.】 simple and easy to understand 简单的；易懂的|The question seemed straightforward enough.
economics|【n.】 [U] the study of the way in which money and goods are produced and used 经济学|
economy|【n.】 [C] the wealth that a country gets from business and industry 经济|The country's economy grew at an annual rate of more than 10 percent.
squeeze|"【vt.】 firmly press sth., typically with your fingers 挤；捏"|"As she waited for the interview, he squeezed her hand and wished her good luck."
engage|【v.】 (~ sb. in sth.; ~ in sth.) make sb. take part in sth.; take part in sth. （使）从事，参加|The two governments have agreed to engage in a dialogue to solve the problem.
dominate|"【vt.】 control or have a lot of influence over sb. / sth., esp. in an unpleasant way 支配；控制；左右；影响"|The industry is dominated by five multinational companies.
manufacture|" 【vt.】 use machines to make goods or materials, usu. in large numbers or amounts （用机器大量）生产，制造"|It is a company that manufactures drugs.
manufacture|" 【n.】 [U] the process of making goods or materials using machines, usu. in large numbers or amounts （大量商品的）生产，制造"|Cost will determine the methods of manufacture.
manufacturing|【n.】 [U] the process or business of producing goods in factories 制造；制造业|Thousands of jobs had been lost in manufacturing.
harvest| [vt.]gather in crops 收割|Farmers here still plant and harvest their crops by hand.
harvest|" [n.][C, U] the process or period of gathering in crops 收割；收获季节"|The drought has made farmers anxious about the harvest.
ripe|【a.】 (of fruit or crops) fully grown and ready to eat （水果或庄稼）成熟的|Those tomatoes aren't ripe yet —— they're still green.
infinite|"【a.】 1) without limits, edges, or ends 无限的"|Her fellow members marveled at her seemingly infinite energy.
infinite|【a.】 2) very great in amount or degree （数量或程度上）极大的|There was an infinite variety of drinks to choose from.
incoming|【a.】 (of a message) being received rather than sent （消息）接收到的|My email box is flooded with incoming messages when a school year begins.
mobile|【a.】 1) relating to mobile phones and similar technology 与移动电话等技术有关的|Over half of the country's e-commerce is now conducted on mobile devices.
mobile|【a.】 2) able to be moved from one place to another 可移动的|The seats in the classroom are not mobile.
handle|【vt.】 deal with 处理；应付|"If you can't handle the job, I'll ask someone else to do it."
to-do list|【n.】 [C] a list of tasks that need to be done 待办清单|I'll take a moment away from my to-do list and think about my dream holiday.
inevitably|【ad.】 as is certain to happen 不可避免地；必然地|One's accent inevitably gives away their place of origin.
overwhelm|【vt.】 1) give too much of a thing to sb. 压垮；使应接不暇|We were overwhelmed by requests for information.
overwhelm|【vt.】 2) have a very strong emotional effect on sb. （感情上）使（某人）感到不能自持，使不知所措|She was overwhelmed by the need to talk to someone.
finite|【a.】 having a definite limit or fixed size 有限的；有限制的|Every computer has a finite amount of memory.
demonstrate|【vt.】 show or prove sth. clearly 说明；证明；论证；证实|Hitchcock's films demonstrate that a British filmmaker could learn from Hollywood.
ironic|【a.】 (of a situation) strange or amusing because it is very different from what you expect （情况）出乎意料的，令人啼笑皆非的|It's ironic that she became a teacher —— she used to hate school.
economist|【n.】 [C] a person who studies or writes about economics 经济学家|
scarcity|【n.】 [sing.] a situation in which there is not enough of sth. 不足；短缺|Many college graduates hunt for jobs in large cities owing to the scarcity of opportunities in small towns.
commitment|"【n.】 [C] 1) sth. that you have promised or agreed to do, or that you have to do 已承诺（或同意）的事；不得不做的事"|Women often have to strike a balance between work and their family commitments.
