robotics|[U] 机器人（制造与应用）学|
yoga|[U] 瑜伽|
eliminate|completely get rid of sth. that is unnecessary or unwanted 消除；根除|e.g. There is no solution that will totally [[eliminate]] the possibility of theft.
specialization|1) the practice of limiting your interests or activities to one particular subject 专业化；专门化|e.g. Increased [[specialization]] has reduced the number of doctors who are good at managing emergencies.；e.g. His [[specialization]] in translation led him to start his own company.
specialization|2) an activity or subject that you know a lot about 专业|e.g. Increased [[specialization]] has reduced the number of doctors who are good at managing emergencies.；e.g. His [[specialization]] in translation led him to start his own company.
routinize|" if you routinize a way of doing sth., you make it a normal part of a job or process 使惯例化；使成常规"|"e.g. To improve efficiency, [[routinize]] as much of your morning as possible."
automate|"start using computers and machines to do a job, rather than people 使自动化"|e.g. Massive investment is needed to [[automate]] the production process.
DJ|[C] (disc jockey) sb. who plays records on a radio show or in a club where you can dance （电台）音乐唱片节目主持人；（俱乐部）打碟师，舞曲唱片播放员|
consequently|as a result 结果；因此；所以|"e.g. The company is trying to reduce its costs; [[consequently]], staff who leave are not being replaced."
evaluate|"judge how good, useful, or successful sth. is 评估；评价"|e.g. It can be difficult to [[evaluate]] the effectiveness of different medical treatments.
algorithm|[C] (technical) 演算法；计算程序|
manipulate|"make sb. think and behave exactly as you want them to, by skillfully deceiving or influencing them 操纵，控制（某人的思想和行为）"|"e.g. As a politician, he knows how to [[manipulate]] public opinion."
mystical|(also mystic) (usu. before noun) having spiritual powers or qualities that are difficult to understand or to explain 神秘的；不可思议的；难以解释的|e.g. Watching the sun rise over the mountain was an almost [[mystical]] experience.
biochemical|connected with the chemistry of living things 生物化学的|e.g. People can become addicted to the [[biochemical]] changes brought about by vigorous exercise.
biometric|"(usu. before noun) using measurements of human features, such as fingers or eyes, in order to identify people 生物特征识别的"|"e.g. The major [[biometric]] methods include face, voice, and fingerprint recognition."
calculate|1) guess sth. using as many facts as you can find 预测；估计|e.g. Researchers [[calculated]] that this group was at a higher risk of heart disease.；e.g. You should [[calculate]] how much time this assignment will take before you start doing it.
calculate|"2) find out how much sth. will cost, how long sth. will take, etc., by using numbers 计算；核算"|e.g. Researchers [[calculated]] that this group was at a higher risk of heart disease.；e.g. You should [[calculate]] how much time this assignment will take before you start doing it.
analysis|"[C, U] a careful examination of sth. in order to understand it better （对事物的）分析"|"e.g. At the meeting, they presented a detailed [[analysis]] of 12 schools in London."
output|1) the information produced by a computer （计算机的）输出信息|"e.g. You run the software, you look at the [[output]], and then you make modifications (修改).；e.g. Government statistics show the largest drop in industrial [[output]] for 10 years."
output|"2) the amount of goods or work produced by a person, machine, factory, etc. 产量；产品"|"e.g. You run the software, you look at the [[output]], and then you make modifications (修改).；e.g. Government statistics show the largest drop in industrial [[output]] for 10 years."
tailor|make sth. so that it is exactly right for sb.'s particular needs or for a particular purpose 根据特定需要制作；定做|e.g. Most travel agents are willing to [[tailor]] travel arrangements to meet individual requirements.
distress|[U] a feeling of extreme unhappiness 忧虑；苦恼；悲伤|e.g. Luke's poor academic performance caused his parents great [[distress]].
melody|"[C] a tune, esp. the main tune in a piece of music written for several instruments or voices 旋律；曲调；（尤指）主旋律"|e.g. They played some lovely [[melodies]] at the end of the concert.
peculiarity|"[C] sth. that is a feature of only one particular place, person, situation, etc. （某地方、某人或某情况等的）特点，独特性"|e.g. A sharp ringing in the ears is a [[peculiarity]] of the disease.
